confidence,brand,domain,source,other_candidates,slug,seller_page
high,Soulflower,soulflower.in,gyftr,,soulflower,https://www.gyftr.com/soulflower
high,Soulflower,soulflower.in,maximize,,soulflower,https://www.maximize.money/gift-cards/Soulflower/1003
high,Soulflower,soulflower.in,buyhatke,,soulflower-gift-card,https://buyhatke.com/gift-cards/soulflower-gift-card
high,Speedo,speedo.com,gyftr,,speedo,https://www.gyftr.com/speedo
high,Speedo,speedo.in,maximize,amazon.com | flipkart.com,speedo,https://www.maximize.money/gift-cards/Speedo/926
high,Speedo,speedo.in,buyhatke,,speedo-gift-card,https://buyhatke.com/gift-cards/speedo-gift-card
high,SpiceJet,spicejet.com,buyhatke,,spicejet-gift-card,https://buyhatke.com/gift-cards/spicejet-gift-card
high,Spotify,spotify.com,gyftr,,spotify,https://www.gyftr.com/spotify
high,SSUNSU,ssunsu.in,gyftr,,ssunsu,https://www.gyftr.com/ssunsu
high,SSUNSU,ssunsu.in,maximize,,ssunsu,https://www.maximize.money/gift-cards/SSUNSU/807
high,SSUNSU,ssunsu.in,buyhatke,,ssunsu-gift-card,https://buyhatke.com/gift-cards/ssunsu-gift-card
high,Starbucks,starbucks.in,maximize,tatastarbucks.com,starbucks-321,https://www.maximize.money/gift-cards/Starbucks/321
high,StayVista,stayvista.com,maximize,,stayvista,https://www.maximize.money/gift-cards/StayVista/1007
high,StayVista,stayvista.com,buyhatke,,stayvista-gift-card,https://buyhatke.com/gift-cards/stayvista-gift-card
high,Sterling Holidays,sterlingholidays.com,maximize,,sterling-holidays,https://www.maximize.money/gift-cards/Sterling Holidays/929
high,Sterling Holidays,sterlingholidays.com,buyhatke,,sterling-holidays-gift-card,https://buyhatke.com/gift-cards/sterling-holidays-gift-card
high,Subway,subway.in,maximize,,subway-896,https://www.maximize.money/gift-cards/Subway/896
high,Superbottoms,superbottoms.com,gyftr,,superbottoms,https://www.gyftr.com/superbottoms
high,SuperBottoms,superbottoms.com,maximize,,superbottoms,https://www.maximize.money/gift-cards/SuperBottoms/890
high,SuperBottoms,superbottoms.com,buyhatke,,superbottoms-gift-card,https://buyhatke.com/gift-cards/superbottoms-gift-card
high,Surat Diamond,suratdiamond.com,maximize,,surat-diamond,https://www.maximize.money/gift-cards/Surat Diamond/689
high,Svenklas,svenklas.com,buyhatke,,svenklas-gift-card,https://buyhatke.com/gift-cards/svenklas-gift-card
high,SWISS BEAUTY,swissbeauty.in,gyftr,,swiss-beauty,https://www.gyftr.com/swiss-beauty
high,SWISS BEAUTY,swissbeauty.in,buyhatke,,swiss-beauty-gift-card,https://buyhatke.com/gift-cards/swiss-beauty-gift-card
high,Taj Hotels,tajhotels.com,buyhatke,,taj-hotels-gift-card,https://buyhatke.com/gift-cards/taj-hotels-gift-card
high,TATA CLiQ,tatacliq.com,gyftr,luxury.tatacliq.com,tata-cliq,https://www.gyftr.com/tata-cliq
high,Tattva Spa,tattvaspa.com,gyftr,,tattva-spa,https://www.gyftr.com/tattva-spa
high,Tattva Spa,tattvaspa.com,maximize,,tattva-spa,https://www.maximize.money/gift-cards/Tattva Spa/327
high,Tattva Spa,tattvaspa.com,buyhatke,,tattva-spa-gift-card,https://buyhatke.com/gift-cards/tattva-spa-gift-card
high,TEGO,tego.fit,gyftr,,tego,https://www.gyftr.com/tego
high,TEGO,tego.fit,maximize,,tego,https://www.maximize.money/gift-cards/TEGO/840
high,TEGO,tego.fit,buyhatke,,tego-gift-card,https://buyhatke.com/gift-cards/tego-gift-card
high,The Bear House,thebearhouse.com,maximize,,the-bear-house,https://www.maximize.money/gift-cards/The Bear House/875
high,The Body Shop,thebodyshop.in,gyftr,,the-body-shop,https://www.gyftr.com/the-body-shop
high,The Body Shop,thebodyshop.in,maximize,,the-body-shop,https://www.maximize.money/gift-cards/The Body Shop/292
high,The Body Shop,thebodyshop.in,buyhatke,,the-body-shop-gift-card,https://buyhatke.com/gift-cards/the-body-shop-gift-card
high,The Collective,thecollective.in,maximize,wwwthecollective.in,the-collective,https://www.maximize.money/gift-cards/The Collective/728
high,The Collective,thecollective.in,buyhatke,wwwthecollective.in,the-collective-gift-card,https://buyhatke.com/gift-cards/the-collective-gift-card
high,The Man Company,themancompany.com,gyftr,,the-man-company,https://www.gyftr.com/the-man-company
high,The Man Company,themancompany.com,maximize,,the-man-company,https://www.maximize.money/gift-cards/The Man Company/293
high,The Man Company,themancompany.com,buyhatke,,the-man-company-gift-card,https://buyhatke.com/gift-cards/the-man-company-gift-card
high,The Reading Habit,thereadinghabit.in,buyhatke,,the-reading-habit-gift-card,https://buyhatke.com/gift-cards/the-reading-habit-gift-card
high,Tinder,tinder.com,gyftr,gotinder.com,tinder,https://www.gyftr.com/tinder
high,Tinder,tinder.com,maximize,,tinder,https://www.maximize.money/gift-cards/Tinder/732
high,Tinder,tinder.com,buyhatke,,tinder-gift-card,https://buyhatke.com/gift-cards/tinder-gift-card
high,TripXOXO,tripxoxo.com,maximize,,tripxoxo,https://www.maximize.money/gift-cards/TripXOXO/828
high,tripXOXO,tripxoxo.com,buyhatke,,tripxoxo-gift-card,https://buyhatke.com/gift-cards/tripxoxo-gift-card
high,Troll Beads,trollbeads.in,gyftr,,troll-beads,https://www.gyftr.com/troll-beads
high,Typsy Beauty,typsybeauty.com,gyftr,,typsy-beauty,https://www.gyftr.com/typsy-beauty
high,Typsy Beauty,typsybeauty.com,buyhatke,,typsy-beauty-gift-card,https://buyhatke.com/gift-cards/typsy-beauty-gift-card
high,Tzaro,tzaro.com,buyhatke,,tzaro-gift-card,https://buyhatke.com/gift-cards/tzaro-gift-card
high,UBER,uber.com,gyftr,n14.in,uber,https://www.gyftr.com/uber
high,Uber,uber.com,buyhatke,qwikcilver.com,uber-gift-card,https://buyhatke.com/gift-cards/uber-gift-card
high,UniPin,unipin.com,gyftr,,unipin,https://www.gyftr.com/unipin
high,UniPin,unipin.com,buyhatke,,unipin-gift-card,https://buyhatke.com/gift-cards/unipin-gift-card
high,Urban Ladder,urbanladder.com,maximize,urbanlader.com,urban-ladder,https://www.maximize.money/gift-cards/Urban Ladder/721
high,Vaya,vaya.in,buyhatke,,vaya-gift-card,https://buyhatke.com/gift-cards/vaya-gift-card
high,Vinci Botanicals,vincibotanicals.com,buyhatke,,vinci-botanicals-gift-card,https://buyhatke.com/gift-cards/vinci-botanicals-gift-card
high,Vinzberry,vinzberry.com,gyftr,,vinzberry,https://www.gyftr.com/vinzberry
high,Vitamin Haat,vitaminhaat.com,buyhatke,,vitamin-haat-gift-card,https://buyhatke.com/gift-cards/vitamin-haat-gift-card
high,VROTT,vrott.tv,gyftr,,vrott,https://www.gyftr.com/vrott
high,VROTT,vrott.tv,maximize,,vrott,https://www.maximize.money/gift-cards/VROTT/702
high,VROTT,vrott.tv,buyhatke,,vrott-gift-card,https://buyhatke.com/gift-cards/vrott-gift-card
high,Wakefit,wakefit.co,maximize,amazon.in | flipkart.com,wakefit,https://www.maximize.money/gift-cards/Wakefit/352
high,Wakefit,wakefit.co,buyhatke,amazon.in | flipkart.com,wakefit-gift-card,https://buyhatke.com/gift-cards/wakefit-gift-card
high,Wellbeing Nutrition,wellbeingnutrition.com,gyftr,,wellbeing-nutrition,https://www.gyftr.com/wellbeing-nutrition
high,Wellbeing Nutrition,wellbeingnutrition.com,maximize,,wellbeing-nutrition,https://www.maximize.money/gift-cards/Wellbeing Nutrition/965
high,Wellbeing Nutrition,wellbeingnutrition.com,buyhatke,,wellbeing-nutrition-gift-card,https://buyhatke.com/gift-cards/wellbeing-nutrition-gift-card
high,What's Up Wellness,whatsupwellness.in,gyftr,,whats-up-wellness,https://www.gyftr.com/whats-up-wellness
high,Woggles,woggles.in,buyhatke,,woggles-gift-card,https://buyhatke.com/gift-cards/woggles-gift-card
high,Wonderchef,wonderchef.com,maximize,,wonderchef-471,https://www.maximize.money/gift-cards/Wonderchef/471
high,Wonderchef,wonderchef.com,buyhatke,,wonderchef-gift-card,https://buyhatke.com/gift-cards/wonderchef-gift-card
high,Yalla Ludo,yallaludo.com,gyftr,,yalla-ludo,https://www.gyftr.com/yalla-ludo
high,Yalla Ludo,yallaludo.com,maximize,,yalla-ludo,https://www.maximize.money/gift-cards/Yalla Ludo/1122
high,Yatra,yatra.com,maximize,,yatra-470,https://www.maximize.money/gift-cards/Yatra/470
high,Yatra,yatra.com,buyhatke,,yatra-gift-card,https://buyhatke.com/gift-cards/yatra-gift-card
high,Zee5,zee5.com,gyftr,,zee5,https://www.gyftr.com/zee5
high,ZEE5,zee5.com,buyhatke,,zee5-gift-card,https://buyhatke.com/gift-cards/zee5-gift-card
high,Zomato,zomato.com,buyhatke,rbi.org.in | rbi.org | n16.in,zomato-gift-card,https://buyhatke.com/gift-cards/zomato-gift-card
high,Zoomcar,zoomcar.com,gyftr,,zoomcar,https://www.gyftr.com/zoomcar
high,Zoomcar,zoomcar.com,maximize,,zoomcar,https://www.maximize.money/gift-cards/Zoomcar/975
high,Zouk,zouk.co.in,gyftr,,zouk,https://www.gyftr.com/zouk
high,Zouk,zouk.co.in,maximize,,zouk,https://www.maximize.money/gift-cards/Zouk/1043
medium,Absolute Barbecues (Custom),absolutebarbecues.com,maximize,absolute-barbecue.com | ems-urlprotect.trendmicro.com | trendmicro.com,absolute-barbecues-388,https://www.maximize.money/gift-cards/Absolute Barbecues/388
medium,Adventra,adventrasports.com,gyftr,,adventra,https://www.gyftr.com/adventra
medium,Aeropostale BAGLINE,bagline.com,buyhatke,,aeropostale-bagline-gift-card,https://buyhatke.com/gift-cards/aeropostale-bagline-gift-card
medium,Aeropostale-BAGLINE,bagline.com,maximize,,bagline,https://www.maximize.money/gift-cards/BAGLINE/588
medium,Air India Domestic Gift Card,airindia.com,gyftr,,air-india-domestic-gift-card,https://www.gyftr.com/air-india-domestic-gift-card
medium,Ajio Luxe,ajio.com,gyftr,,ajio-luxe,https://www.gyftr.com/ajio-luxe
medium,Aliste,alistetechnologies.com,gyftr,,aliste,https://www.gyftr.com/aliste
medium,Aliste,alistetechnologies.com,maximize,,aliste,https://www.maximize.money/gift-cards/Aliste/487
medium,Aliste,alistetechnologies.com,buyhatke,,aliste-gift-card,https://buyhatke.com/gift-cards/aliste-gift-card
medium,Amala Earth,amala.earth,buyhatke,,amala-earth-gift-card,https://buyhatke.com/gift-cards/amala-earth-gift-card
medium,Amazon Fresh,amazon.in,gyftr,gftr.it,amazon-fresh,https://www.gyftr.com/amazon-fresh
medium,Amazon Fresh,amazon.in,buyhatke,namazon.in,amazon-fresh-gift-card,https://buyhatke.com/gift-cards/amazon-fresh-gift-card
medium,Amazon Fresh Voucher,amazon.in,maximize,,amazon-448,https://www.maximize.money/gift-cards/Amazon/448
medium,Amazon Pay,amazon.in,buyhatke,,amazon-pay-gift-card,https://buyhatke.com/gift-cards/amazon-pay-gift-card
medium,Amazon Prime 12 Months,amazon.in,buyhatke,,amazon-prime-12-months-gift-card,https://buyhatke.com/gift-cards/amazon-prime-12-months-gift-card
medium,Amazon Prime Lite Edition,amazon.in,maximize,,amazon-547,https://www.maximize.money/gift-cards/Amazon/547
medium,Amazon Prime Lite Edition,amazon.in,buyhatke,,amazon-prime-lite-edition-gift-card,https://buyhatke.com/gift-cards/amazon-prime-lite-edition-gift-card
medium,Amazon Prime Membership,amazon.in,gyftr,,amazon-prime-membership,https://www.gyftr.com/amazon-prime-membership
medium,Amazon Prime Shopping Edition,amazon.in,buyhatke,,amazon-prime-shopping-edition-gift-card,https://buyhatke.com/gift-cards/amazon-prime-shopping-edition-gift-card
medium,Amazon Prime Voucher - 12 months Membership,amazon.in,maximize,,amazon-549,https://www.maximize.money/gift-cards/Amazon/549
medium,Amazon Prime Voucher - 3 months Membership,amazon.in,maximize,,amazon-prime-voucher---3-months-membership-550,https://www.maximize.money/gift-cards/Amazon Prime Voucher - 3 months Membership/550
medium,Amazon Shopping,amazon.in,buyhatke,u00a0amazon.in,amazon-shopping-gift-card,https://buyhatke.com/gift-cards/amazon-shopping-gift-card
medium,Amazon Shopping Voucher,amazon.in,gyftr,gftr.it,amazon-shopping-voucher,https://www.gyftr.com/amazon-shopping-voucher
medium,Amazon Shopping Voucher,amazon.in,maximize,,amazon,https://www.maximize.money/gift-cards/Amazon/1084
medium,AmazonPay (Gift Card),amazon.in,maximize,,amazon-1083,https://www.maximize.money/gift-cards/Amazon/1083
medium,App Store Code,appstore.com,gyftr,,app-store-code,https://www.gyftr.com/app-store-code
medium,AppyHigh Prime,appyhigh.com,maximize,,appyhigh-prime,https://www.maximize.money/gift-cards/AppyHigh Prime/491
medium,AppyHigh Prime,appyhigh.com,buyhatke,,appyhigh-prime-gift-card,https://buyhatke.com/gift-cards/appyhigh-prime-gift-card
medium,Archies,archiesonline.com,buyhatke,,archies-gift-card,https://buyhatke.com/gift-cards/archies-gift-card
medium,Armani Exchange-Luxe Gift Card,luxegiftcard.com,gyftr,,luxe-gift-card-armani-exchange,https://www.gyftr.com/luxe-gift-card-armani-exchange
medium,Assembly,assemblytravel.com,gyftr,,assembly,https://www.gyftr.com/assembly
medium,Assembly,assemblytravel.com,buyhatke,,assembly-gift-card,https://buyhatke.com/gift-cards/assembly-gift-card
medium,Auric,theauric.com,gyftr,,auric,https://www.gyftr.com/auric
medium,Auric,theauric.com,maximize,,auric,https://www.maximize.money/gift-cards/Auric/492
medium,Auric,theauric.com,buyhatke,,auric-gift-card,https://buyhatke.com/gift-cards/auric-gift-card
medium,Bear House,thebearhouse.com,buyhatke,,bear-house-gift-card,https://buyhatke.com/gift-cards/bear-house-gift-card
medium,BGMI UniPin,unipin.com,buyhatke,,bgmi-unipin-gift-card,https://buyhatke.com/gift-cards/bgmi-unipin-gift-card
medium,Bigbasket (Custom),bigbasket.com,maximize,nbigbasket.com,bigbasket-(custom)-342,https://www.maximize.money/gift-cards/Bigbasket (Custom)/342
medium,Blaupunkt,blaupunktaudio.in,maximize,,blaupunkt,https://www.maximize.money/gift-cards/Blaupunkt/500
medium,Blaupunkt,blaupunktaudio.in,buyhatke,,blaupunkt-gift-card,https://buyhatke.com/gift-cards/blaupunkt-gift-card
medium,BlueStone Diamond,bluestone.com,maximize,,bluestone-diamond,https://www.maximize.money/gift-cards/BlueStone Diamond/817
medium,BlueStone Diamond,bluestone.com,buyhatke,,bluestone-diamond-gift-card,https://buyhatke.com/gift-cards/bluestone-diamond-gift-card
medium,Bluestone Gemstone Studded,bluestone.com,buyhatke,,bluestone-gemstone-studded-gift-card,https://buyhatke.com/gift-cards/bluestone-gemstone-studded-gift-card
medium,BlueStone Gold,bluestone.com,buyhatke,,bluestone-gold-gift-card,https://buyhatke.com/gift-cards/bluestone-gold-gift-card
medium,Boat,boat-lifestyle.com,maximize,imaginemarketingindia.com,boat,https://www.maximize.money/gift-cards/Boat/554
medium,Boat,boat-lifestyle.com,buyhatke,imaginemarketingindia.com,boat-gift-card,https://buyhatke.com/gift-cards/boat-gift-card
medium,BrainGymJr Gift Voucher,braingymjr.com,maximize,,braingymjr-gift-voucher,https://www.maximize.money/gift-cards/BrainGymJr Gift Voucher/502
medium,Brooks Brothers -Luxe Gift Card,luxegiftcard.com,gyftr,,luxe-gift-card-brooks-brothers,https://www.gyftr.com/luxe-gift-card-brooks-brothers
medium,Campus,campusshoes.com,gyftr,,campus,https://www.gyftr.com/campus
medium,Campus,campusshoes.com,buyhatke,,campus-gift-card,https://buyhatke.com/gift-cards/campus-gift-card
medium,Candere Diamond Jewellery,candere.com,gyftr,,candere-diamond-jewellery,https://www.gyftr.com/candere-diamond-jewellery
medium,Candere Diamond Jewellery,candere.com,maximize,,candere-diamond-jewellery,https://www.maximize.money/gift-cards/Candere Diamond Jewellery/264
medium,Candere Diamond Jewellery,candere.com,buyhatke,,candere-diamond-jewellery-gift-card,https://buyhatke.com/gift-cards/candere-diamond-jewellery-gift-card
medium,Candere Gold Coin,candere.com,gyftr,,candere-gold-coin,https://www.gyftr.com/candere-gold-coin
medium,Candere Gold Coin,candere.com,maximize,,candere-gold-coin,https://www.maximize.money/gift-cards/Candere Gold Coin/265
medium,Candere Gold Coin,candere.com,buyhatke,,candere-gold-coin-gift-card,https://buyhatke.com/gift-cards/candere-gold-coin-gift-card
medium,Candere Gold Jewellery,candere.com,gyftr,,candere-gold-jewellery,https://www.gyftr.com/candere-gold-jewellery
medium,Candere Gold Jewellery,candere.com,maximize,,candere-gold-jewellery,https://www.maximize.money/gift-cards/Candere Gold Jewellery/266
medium,Candere Gold Jewellery,candere.com,buyhatke,,candere-gold-jewellery-gift-card,https://buyhatke.com/gift-cards/candere-gold-jewellery-gift-card
medium,Cello,celloworld.com,gyftr,,cello,https://www.gyftr.com/cello
medium,Cello,celloworld.com,buyhatke,,cello-gift-card,https://buyhatke.com/gift-cards/cello-gift-card
medium,Cinepolis,cinepolisindia.com,gyftr,,cinepolis,https://www.gyftr.com/cinepolis
medium,Cinepolis,cinepolisindia.com,maximize,,cinepolis,https://www.maximize.money/gift-cards/Cinepolis/570
medium,Cinepolis,cinepolisindia.com,buyhatke,,cinepolis-gift-card,https://buyhatke.com/gift-cards/cinepolis-gift-card
medium,Cleartrip Hotel,cleartrip.com,gyftr,,cleartrip-hotel,https://www.gyftr.com/cleartrip-hotel
medium,ClearTrip Hotels,cleartrip.com,buyhatke,,cleartrip-hotels-gift-card,https://buyhatke.com/gift-cards/cleartrip-hotels-gift-card
medium,Cleartrip Hotels (Custom),cleartrip.com,maximize,qwikcilver.com | cleartripgcbal.qwikcilver.com,cleartrip-hotels,https://www.maximize.money/gift-cards/Cleartrip Hotels (Custom)/227
medium,Cordelia,cordeliacruises.com,gyftr,,cordelia,https://www.gyftr.com/cordelia
medium,Croma (Custom),croma.com,maximize,,croma-(custom)-220,https://www.maximize.money/gift-cards/Croma (Custom)/220
medium,Decathlon - Fixed,decathlon.in,maximize,,decathlon-fixed,https://www.maximize.money/gift-cards/Decathlon - Fixed/268
medium,Diesel- Luxe Gift Card,luxegiftcard.com,gyftr,,luxe-gift-card-diesel,https://www.gyftr.com/luxe-gift-card-diesel
medium,Discovery,discoveryplus.in,buyhatke,,discovery-gift-card,https://buyhatke.com/gift-cards/discovery-gift-card
medium,DPauls Travel & Tours,dpauls.com,gyftr,n10.in | n13.in,dpauls-travel-&-tours,https://www.gyftr.com/dpauls-travel-&-tours
medium,DPauls Travel Tours,dpauls.com,buyhatke,n10.in | n13.in,dpauls-travel-tours-gift-card,https://buyhatke.com/gift-cards/dpauls-travel-tours-gift-card
medium,DUROFLEX,duroflexworld.com,gyftr,,duroflex,https://www.gyftr.com/duroflex
medium,DUROFLEX,duroflexworld.com,maximize,,duroflex,https://www.maximize.money/gift-cards/DUROFLEX/731
medium,DUROFLEX,duroflexworld.com,buyhatke,,duroflex-gift-card,https://buyhatke.com/gift-cards/duroflex-gift-card
medium,EA SPORTS FC 26,ea.com,gyftr,,ea-sports-fc-26,https://www.gyftr.com/ea-sports-fc-26
medium,EaseMyTrip Holiday,easemytrip.com,gyftr,,easemytrip-holiday,https://www.gyftr.com/easemytrip-holiday
medium,EaseMyTrip Holiday,easemytrip.com,maximize,woohoo-web.app.link | woohoo-web.app,easemytrip-holiday,https://www.maximize.money/gift-cards/EaseMyTrip Holiday/574
medium,EaseMyTrip Holiday,easemytrip.com,buyhatke,woohoo-web.app.link | woohoo-web.app,easemytrip-holiday-gift-card,https://buyhatke.com/gift-cards/easemytrip-holiday-gift-card
medium,EaseMyTrip Hotel,easemytrip.com,maximize,,easemytrip-hotel,https://www.maximize.money/gift-cards/EaseMyTrip Hotel/484
medium,EaseMyTrip Hotel,easemytrip.com,buyhatke,,easemytrip-hotel-gift-card,https://buyhatke.com/gift-cards/easemytrip-hotel-gift-card
medium,Epic On 1 month Plan,epicon.in,buyhatke,in10media.com,epic-on-1-month-plan-gift-card,https://buyhatke.com/gift-cards/epic-on-1-month-plan-gift-card
medium,Epic On 1 Year Plan,epicon.in,buyhatke,,epic-on-1-year-plan-gift-card,https://buyhatke.com/gift-cards/epic-on-1-year-plan-gift-card
medium,Epic On 3 month Plan,epicon.in,buyhatke,in10media.com,epic-on-3-month-plan-gift-card,https://buyhatke.com/gift-cards/epic-on-3-month-plan-gift-card
medium,Epic On 6 month Plan,epicon.in,buyhatke,in10media.com,epic-on-6-month-plan-gift-card,https://buyhatke.com/gift-cards/epic-on-6-month-plan-gift-card
medium,Euphoria Jewellery Gold Coin,euphoriajewellery.in,gyftr,,euphoria-jewellery-gold-coin,https://www.gyftr.com/euphoria-jewellery-gold-coin
medium,Euphoria Jewellery Gold Coin,euphoriajewellery.in,buyhatke,,euphoria-jewellery-gold-coin-gift-card,https://buyhatke.com/gift-cards/euphoria-jewellery-gold-coin-gift-card
medium,Euphoria Jewellery Silver Coin,euphoriajewellery.in,gyftr,,euphoria-jewellery-silver-coin,https://www.gyftr.com/euphoria-jewellery-silver-coin
medium,Euphoria Jewellery Silver Coin,euphoriajewellery.in,maximize,,euphoria-jewellery-silver-coin,https://www.maximize.money/gift-cards/Euphoria Jewellery Silver Coin/270
medium,Euphoria Jewellery Silver Coin,euphoriajewellery.in,buyhatke,,euphoria-jewellery-silver-coin-gift-card,https://buyhatke.com/gift-cards/euphoria-jewellery-silver-coin-gift-card
medium,Flipkart - (Custom),flipkart.com,maximize,qwikcilver.com,flipkart,https://www.maximize.money/gift-cards/Flipkart - (Custom)/410
medium,French Accent,getfrenchaccent.com,gyftr,,french-accent,https://www.gyftr.com/french-accent
medium,French Accent,getfrenchaccent.com,buyhatke,,french-accent-gift-card,https://buyhatke.com/gift-cards/french-accent-gift-card
medium,FRIDO,myfrido.com,gyftr,mobility.myfrido.com,frido,https://www.gyftr.com/frido
medium,Frido,myfrido.com,maximize,mobility.myfrido.com,frido,https://www.maximize.money/gift-cards/Frido/518
medium,Frido,myfrido.com,buyhatke,mobility.myfrido.com,frido-gift-card,https://buyhatke.com/gift-cards/frido-gift-card
medium,GAS-Luxe Gift Card,luxegiftcard.com,gyftr,,luxe-gift-card-gas,https://www.gyftr.com/luxe-gift-card-gas
medium,GIVA Silver Coin,giva.co,maximize,,giva-silver-coin-520,https://www.maximize.money/gift-cards/GIVA Silver Coin/520
medium,GIVA Silver Coin (Custom),giva.co,maximize,,giva-silver-coin,https://www.maximize.money/gift-cards/GIVA Silver Coin (Custom)/742
medium,GIVA Silver jewellery,giva.co,maximize,,giva%20silver%20coin-1166,https://www.maximize.money/gift-cards/GIVA%20Silver%20Coin/1166
medium,Giva-Silver Coin,giva.co,gyftr,,giva-silver-coin,https://www.gyftr.com/giva-silver-coin
medium,Giva-Silver Jewellery,giva.co,gyftr,,giva-silver-jewellery,https://www.gyftr.com/giva-silver-jewellery
medium,GoIbibo Hotel,goibibo.com,maximize,,goibibo-hotel,https://www.maximize.money/gift-cards/GoIbibo Hotel/479
medium,Goibibo Hotel,goibibo.com,buyhatke,,goibibo-hotel-gift-card,https://buyhatke.com/gift-cards/goibibo-hotel-gift-card
medium,Hamleys-Luxe Gift Card,luxegiftcard.com,gyftr,,luxe-gift-card-hamleys,https://www.gyftr.com/luxe-gift-card-hamleys
medium,Hammer,hammeronline.in,gyftr,n13.in,hammer,https://www.gyftr.com/hammer
medium,Hammer,hammeronline.in,maximize,,hammer,https://www.maximize.money/gift-cards/Hammer/522
medium,Hammer,hammeronline.in,buyhatke,n13.in,hammer-gift-card,https://buyhatke.com/gift-cards/hammer-gift-card
medium,Haute Sauce,buyhautesauce.com,gyftr,,haute-sauce,https://www.gyftr.com/haute-sauce
medium,Haute Sauce,buyhautesauce.com,buyhatke,,haute-sauce-gift-card,https://buyhatke.com/gift-cards/haute-sauce-gift-card
medium,Hindustan Times Premium,hindustantimes.com,gyftr,,hindustan-times-premium,https://www.gyftr.com/hindustan-times-premium
medium,Home,at-home.co.in,buyhatke,,home-gift-card,https://buyhatke.com/gift-cards/home-gift-card
medium,Home Centre Online,homecentre.in,gyftr,,home-centre-online,https://www.gyftr.com/home-centre-online
medium,HopInTown Plus,hopintown.com,buyhatke,,hopintown-plus-gift-card,https://buyhatke.com/gift-cards/hopintown-plus-gift-card
medium,House of Vaaree,vaaree.com,buyhatke,,house-of-vaaree-gift-card,https://buyhatke.com/gift-cards/house-of-vaaree-gift-card
medium,Hunkemoller- Luxe Gift Card,luxegiftcard.com,gyftr,,hunkemoller--luxe-gift-card,https://www.gyftr.com/hunkemoller--luxe-gift-card
medium,ixigo hotel,ixigo.com,gyftr,,ixigo-hotel,https://www.gyftr.com/ixigo-hotel
medium,Ixigo Hotel,ixigo.com,buyhatke,,ixigo-hotel-gift-card,https://buyhatke.com/gift-cards/ixigo-hotel-gift-card
medium,Juicy Couture BAGLINE,bagline.com,buyhatke,,juicy-couture-bagline-gift-card,https://buyhatke.com/gift-cards/juicy-couture-bagline-gift-card
medium,KALKI,kalkifashion.com,gyftr,in.kalkifashion.com,kalki,https://www.gyftr.com/kalki
medium,Ketan Diamonds - Diamond Only,ketandiamonds.com,maximize,,ketan-diamonds-diamond-only,https://www.maximize.money/gift-cards/Ketan Diamonds - Diamond Only/241
medium,Ketan Diamonds - Gold Coin,ketandiamonds.com,maximize,,ketan-diamonds-gold-coin,https://www.maximize.money/gift-cards/Ketan Diamonds - Gold Coin/242
medium,Ketan Diamonds - Gold Jewellery,ketandiamonds.com,maximize,,ketan-diamonds-gold-jewellery,https://www.maximize.money/gift-cards/Ketan Diamonds - Gold Jewellery/243
medium,Ketan Diamonds Diamond Only,ketandiamonds.com,gyftr,,ketan-diamonds-diamond-only,https://www.gyftr.com/ketan-diamonds-diamond-only
medium,Ketan Diamonds Diamond Only,ketandiamonds.com,buyhatke,,ketan-diamonds-diamond-only-gift-card,https://buyhatke.com/gift-cards/ketan-diamonds-diamond-only-gift-card
medium,Ketan Diamonds Gold Coin,ketandiamonds.com,gyftr,,ketan-diamonds-gold-coin,https://www.gyftr.com/ketan-diamonds-gold-coin
medium,Ketan Diamonds Gold Coin,ketandiamonds.com,buyhatke,,ketan-diamonds-gold-coin-gift-card,https://buyhatke.com/gift-cards/ketan-diamonds-gold-coin-gift-card
medium,Ketan Diamonds Gold Jewellery,ketandiamonds.com,gyftr,,ketan-diamonds-gold-jewellery,https://www.gyftr.com/ketan-diamonds-gold-jewellery
medium,Ketan Diamonds Gold Jewellery,ketandiamonds.com,buyhatke,,ketan-diamonds-gold-jewellery-gift-card,https://buyhatke.com/gift-cards/ketan-diamonds-gold-jewellery-gift-card
medium,Lee 3 Day Wait,lee.in,buyhatke,aceturtle.com,lee-(3-day-wait)-gift-card,https://buyhatke.com/gift-cards/lee-(3-day-wait)-gift-card
medium,Lenskart 3 Day Wait,lenskart.com,buyhatke,contactskart.com,lenskart-(3-day-wait)-gift-card,https://buyhatke.com/gift-cards/lenskart-(3-day-wait)-gift-card
medium,Levis,levi.in,gyftr,,levis,https://www.gyftr.com/levis
medium,Levis,levi.in,buyhatke,,levis-gift-card,https://buyhatke.com/gift-cards/levis-gift-card
medium,Liberty,libertyshoesonline.com,buyhatke,,liberty-gift-card,https://buyhatke.com/gift-cards/liberty-gift-card
medium,Lifestyle,lifestylestores.com,buyhatke,homecentre.in,lifestyle-gift-card,https://buyhatke.com/gift-cards/lifestyle-gift-card
medium,Lohono Stays,lohono.com,gyftr,,lohono-stays,https://www.gyftr.com/lohono-stays
medium,Lohono Stays,lohono.com,maximize,,lohono-stays,https://www.maximize.money/gift-cards/Lohono Stays/1008
medium,Lohono Stays,lohono.com,buyhatke,,lohono-stays-gift-card,https://buyhatke.com/gift-cards/lohono-stays-gift-card
medium,"LUZO - Salons, Spas, Clinics",luzo.app,gyftr,,luzo,https://www.gyftr.com/luzo
medium,MakeMyTrip,nmakemytrip.com,maximize,,makemytrip,https://www.maximize.money/gift-cards/MakeMyTrip/579
